"History has been cleared.";"History has been cleared."
"Your changes have been saved.";"Your changes have been saved."
"Save Photo";"Save Photo"
"%s (you)";"%s (you)"
"Special Characters Allowed !#$%&*-?@^";"Special Characters Allowed !#$%&*-?@^"
"6 characters";"6 characters"
"1 uppercase";"1 uppercase"
"1 lowercase";"1 lowercase"
"1 number";"1 number"
"1 special";"1 special"

"_EMAIL_USER_OTP_TITLE";"Two Step Authentication"
"_EMAIL_USER_OTP_DESCRIPTION";"This email is sent to members of your site when they are signing up to verify 2 step authentication via email."
"_EMAIL_USER_OTP_SUBJECT";"Social Network - Two Step Authentication"
"_EMAIL_USER_OTP_BODY";"[header]

Verify your email address by using the below verification code and continue. It will expire in 1 hour.
Verification Code: [code]

[footer]"

#user_deleteotp
"_EMAIL_USER_DELETEOTP_TITLE";"Two Step Authentication for Account Deletion"
"_EMAIL_USER_DELETEOTP_DESCRIPTION";"This email is sent to members of your site when they are deleting their account to verify 2 step authentication via email."
"_EMAIL_USER_DELETEOTP_SUBJECT";"Social Network - Two Step Authentication for Account Deletion"
"_EMAIL_USER_DELETEOTP_BODY";"[header]

For deleting your account, verify your email address by using the below verification code and continue. It will expire in 1 hour.
Verification Code: [code]

[footer]"

# notify_abuse_report
"_EMAIL_ABUSE_REPORT_TITLE";"Abuse Report Notification"
"_EMAIL_ABUSE_REPORT_DESCRIPTION";"This is the email that gets sent to Admin if anyone reports on the site."
"_EMAIL_ABUSE_REPORT_SUBJECT";"Abuse Report on the Social Network"
"_EMAIL_ABUSE_REPORT_BODY";"[header]

[sender_name] has reported on the site. Please click the following link to take the appropriate action:

[admin_link]

[footer]"

"ACTIVITY_TYPE_ABUSE_REPORT";"When people report anything on the site."
"_EMAIL_ABUSE_REPORT_TITLE";"Abuse Report Notification"

"ADMIN_ACTIVITY_TYPE_COVER_PHOTO_UPDATE";"When a user (subject) updates their profile cover photo."

"Enter Details to Login";"Enter Details to Login"

"Enter security code";"Enter security code"
"Enter Verification Code";"Enter Verification Code"

"Member Level:";"Member Level:"
"Last Login:";"Last Login:"
"Profile Type:";"Profile Type:"

"Do you want to logout from all other devices.";"Do you want to logout from all other devices."


"Birthday Privacy Setting";"Birthday Privacy Setting"
"How to show your Birthday?";"How to show your Birthday?"
"Month/Day";"Month/Day"
"Month/Day/Year";"Month/Day/Year"
"Birthday Privacy Setting Options";"Birthday Privacy Setting Options"
"Your members can choose from any of the options checked below that in which way they want to show their birthday. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice.";"Your members can choose from any of the options checked below that in which way they want to show their birthday. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."
"Last Login Date";"Last Login Date"
"Last Update Date";"Last Update Date"
"Name of Invitee";"Name of Invitee"
"Joined Date";"Joined Date"
"Friends Count";"Friends Count"
"Show Last Update Date in Member Profile?";"Show Last Update Date in Member Profile?"
"Do you want to show last update date in member profile?";"Do you want to show last update date in member profile?"

"Show Invitee Name in Member Profile?";"Show Invitee Name in Member Profile?"
"Do you want to show invitee name in member profile?";"Do you want to show invitee name in member profile?"

"Show Profile Type in Member Profile?";"Show Profile Type in Member Profile?"
"Do you want to show profile type in member profile?";"Do you want to show profile type in member profile?"

"Show Member Level in Member Profile?";"Show Member Level in Member Profile?"
"Do you want to show member level in member profile?";"Do you want to show member level in member profile?"

"Show Profile View in Member Profile?";"Show Profile View in Member Profile?"
"Do you want to show profile view in member profile?";"Do you want to show profile view in member profile?"

"Show Joined Date in Member Profile?";"Show Joined Date in Member Profile?"
"Do you want to show joined date in member profile?";"Do you want to show joined date in member profile?"

"USER_FORM_ADMIN_SETTINGS_LEVEL_FRIENDSCOUNT_DESCRIPTION";"Your members can choose from any of the options checked below when they decide who can see their friends count. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."

"Show Friends Count in Member Profile?";"Show Friends Count in Member Profile?"
"Do you want to show friends count in member profile?";"Do you want to show friends count in member profile?"

#user_changeemailotp
"_EMAIL_USER_CHANGEEMAILOTP_TITLE";"Two Step Authentication for Account Email Change"
"_EMAIL_USER_CHANGEEMAILOTP_DESCRIPTION";"This email is sent to members of your site when they are change their email to verify 2 step authentication via email."
"_EMAIL_USER_CHANGEEMAILOTP_SUBJECT";"Social Network - Two Step Authentication for Account Email Change"
"_EMAIL_USER_CHANGEEMAILOTP_BODY";"[header]

For changing email of your account, verify your email address by using the below verification code and continue. It will expire in 1 hour.
Verification Code: [code]

[footer]"

"Edit Email Address";"Edit Email Address"
"Enter your new email below.";"Enter your new email below."
"Verification Code";"Verification Code"
"We\'ve sent a verification code in an email to %s. Enter the verification code to proceed further.";"We\'ve sent a verification code in an email to %s. Enter the verification code to proceed further."
"Send Verification Code";"Send Verification Code"

"A verification code has been sent to your email account.";"A verification code has been sent to your email account."
"Please copy the verification code that has just been sent to your email account and paste in the field below to verify your email and continue the registration process.";"Please copy the verification code that has just been sent to your email account and paste in the field below to verify your email and continue the registration process."
"The minimum height is 400px. If your image is under this height, it will not be able to be repositioned.";"The minimum height is 400px. If your image is under this height, it will not be able to be repositioned."


"Enable Two Step Authentication?";"Enable Two Step Authentication?"
"If you have selected YES, members will receive a code on their registered mail id and have to enter that code for verify their email address during signup process. If you have selected NO, then they can directly signup by filling the required form. If Facebook login is enabled, this setting is bypassed for Facebook registrations.";"If you have selected YES, members will receive a code on their registered mail id and have to enter that code for verify their email address during signup process. If you have selected NO, then they can directly signup by filling the required form. If Facebook login is enabled, this setting is bypassed for Facebook registrations."
"Yes, allow to receive code for verification";"Yes, allow to receive code for verification"
"No, do not enable two step authentication";"No, do not enable two step authentication"
"Not a Member? <b>Join</b>";"Not a Member? <b>Join</b>"


"Your members will be asked to provide some information about themselves when joining the community or editing their profile. Create some profile questions that allow them to describe themselves in a way that relates to the theme of your community. To reorder the profile questions, click on their names and drag them up or down. If you want to show different sets of questions to different types of members, you can create multiple ""profile types"". This is useful, for example, if you want your community to have ""fans"" and ""musicians"", each with a different set of profile questions.<br /> You can allow your members to change their profile types from <a href=""admin/authorization/level"">Member Level Settings</a>. You can also change individual user''s profile type from <a href="admin/user/manage"">Manage Members</a> settings.";"Your members will be asked to provide some information about themselves when joining the community or editing their profile. Create some profile questions that allow them to describe themselves in a way that relates to the theme of your community. To reorder the profile questions, click on their names and drag them up or down. If you want to show different sets of questions to different types of members, you can create multiple ""profile types"". This is useful, for example, if you want your community to have ""fans"" and ""musicians"", each with a different set of profile questions.<br /> You can allow your members to change their profile types from <a href=""admin/authorization/level"">Member Level Settings</a>. You can also change individual user''s profile type from <a href="admin/user/manage"">Manage Members</a> settings."

"Map with Member Level";"Map with Member Level"
"Editing Profile Type:";"Editing Profile Type:"

"Step 1: Create Account";"Step 1: Create Account"
"Yes, verify email address and send welcome email.";"Yes, verify email address and send welcome email."
"Notify Admin by email when user signs up?";"Notify Admin by email when user signs up?"
"Yes, notify admin by email.";"Yes, notify admin by email."
"No, do not notify admin by email.";"No, do not notify admin by email."
"Invite Only?";"Invite Only?"
"Check Invite Email?";"Check Invite Email?"
"Save Changes";"Save Changes"
"%1$s: Create Profile";"%1$s: Create Profile"
"%1$s: Invite Your Friends";"%1$s: Invite Your Friends"

"Show Username as Display Name";"Show Username as Display Name"
"Do you want to show the username as the display name of users instead of their first name and last name? If you choose Yes, this username will be displayed for the user everyplace the user''s name is shown. If you choose No, the First Name and Last Name configured for their profile will display everyplace the user''s name is shown.";"Do you want to show the username as the display name of users instead of their first name and last name? If you choose Yes, this username will be displayed for the user everyplace the user''s name is shown. If you choose No, the First Name and Last Name configured for their profile will display everyplace the user''s name is shown."

"<b>Note:</b> Please make sure to place ''Create Profile'' & ''Two Step Authentication'' after ''Create Account'' for the proper functioning of the signup process steps.";"<b>Note:</b> Please make sure to place ''Create Profile'' & ''Two Step Authentication'' after ''Create Account'' for the proper functioning of the signup process steps."

"This page displays user verification requests submitted by members on your site. If you need to search for a specific member, enter your search criteria in the fields below. </br />Note: You will receive verification requests only if you have enabled users to request verification for at least one member level on your site.";"This page displays user verification requests submitted by members on your site. If you need to search for a specific member, enter your search criteria in the fields below. </br />Note: You will receive verification requests only if you have enabled users to request verification for at least one member level on your site."
"Profile Type (Note: Once you choose to change this user''s profile type, the data associated with the previous profile type will be lost and user will have to fill profile data again.)";"Profile Type (Note: Once you choose to change this user''s profile type, the data associated with the previous profile type will be lost and user will have to fill profile data again.)"

"Profile Type (Note: Once you choose to change this user''s profile type, the data associated with the previous profile type will be lost and user will have to fill profile data again.)";"Profile Type (Note: Once you choose to change this user''s profile type, the data associated with the previous profile type will be lost and user will have to fill profile data again.)"
"Choose a new Profile Type for your profile. Once you choose change your profile type, the data of your current profile type will be lost.";"Choose a new Profile Type for your profile. Once you choose change your profile type, the data of your current profile type will be lost."
"Are you sure you want to change your Profile Type? Your current profile data will not be recovered once deleted.";"Are you sure you want to change your Profile Type? Your current profile data will not be recovered once deleted."

"Edit Profile Type";"Edit Profile Type"
"Are you sure you want to change Profile Type of this user? Once you change the profile type, the data of this member''s current profile type will be lost and will not be recovered once deleted.";"Are you sure you want to change Profile Type of this user? Once you change the profile type, the data of this member''s current profile type will be lost and will not be recovered once deleted."
"Do you also want to update the Member Level of this member based on mapping with selected Profile Type?";"Do you also want to update the Member Level of this member based on mapping with selected Profile Type?"
"Last Login Date";"Last Login Date"
"Logged In";"Logged In"
"Your verification request has been successfully submitted.";"Your verification request has been successfully submitted."
"Verification request cancelled successfully.";"Verification request cancelled successfully."
"Request Verification";"Request Verification"
"Are you sure you want to request for verification of your profile? Also, include a message to support your verification request.";"Are you sure you want to request for verification of your profile? Also, include a message to support your verification request."
"Message (optional):";"Message (optional):"
"Cancel Request";"Cancel Request"
"Are you sure you want to cancel this verification request? You'll need to reapply if canceled.";"Are you sure you want to cancel this verification request? You'll need to reapply if canceled."
"Approve Verification Request";"Approve Verification Request"
"Are you sure you want to approve verification request by this user?";"Are you sure you want to approve verification request by this user?"
"Reject Verification Request";"Reject Verification Request"
"Are you sure you want to reject verification request by this user?";"Are you sure you want to reject verification request by this user?"
"Cancel This Subscription?";"Cancel This Subscription?"
"Are you sure you want to cancel your verification subscription? You''ll need to reapply if canceled.";"Are you sure you want to cancel your verification subscription? You''ll need to reapply if canceled."
"Verification Subscription cancelled successfully.";"Verification Subscription cancelled successfully."
"Note: You will be able to edit <a href='admin/user/fields' target='_blank'>Profile Types</a> of members only if there are more than 1 profile type on your site excluding Admin & Super Admin profile types.";"Note: You will be able to edit <a href='admin/user/fields' target='_blank'>Profile Types</a> of members only if there are more than 1 profile type on your site excluding Admin & Super Admin profile types."

"Verification code sent successfully. Please check your email.";"Verification code sent successfully. Please check your email."
"PAGETITLE-USER-MANAGE-IMPORTS-ADMIN-MANAGE";"Bulk Import Members Using CSV File"
"PAGETITLE-USER-ADD-NEW-USER-ADMIN-MANAGE";"Add New User"
"PAGETITLE-USER-VERIFICATION-REQUESTS-ADMIN-MANAGE";"Manage Verification Requests"
"pagetitle-user-profile-edit";"Personal Info"
"pagetitle-user-photo-edit";"Edit My Photo"
"pagetitle-user-style-edit";"Profile Style"
"pagetitle-user-profile-photos-edit";"Delete Profile Photos"
"pagetitle-user-general-settings";"General"
"pagetitle-user-privacy-settings";"Privacy"
"pagetitle-user-notifications-settings";"Notifications"
"pagetitle-user-emails-settings";"Emails"
"pagetitle-user-password-settings";"Change Password"
"pagetitle-user-network-settings";"Networks"
"pagetitle-invite-manage-invites-settings";"Manage Invites"
"pagetitle-invite-index-index";"Invite Your Friends"
"pagetitle-user-tickets-settings";"Support Inbox"
"pagetitle-payment-index-settings";"Membership Subscription"
"pagetitle-payment-verification-settings";"Verification"
"pagetitle-user-delete-settings";"Delete Account"
"pagetitle-payment-transaction-settings";"Transaction History"
"pagetitle-user-manage-settings";"Support Message"
"PAGETITLE-USER-GOOGLE-ADMIN-SETTINGS";"Google Integration"
"PAGETITLE-USER-LINKEDIN-ADMIN-SETTINGS";"LinkedIn Integration"
"PAGETITLE-USER-TELEGRAM-ADMIN-SETTINGS";"Telegram Integration"

#content_approval


"ACTIVITY_TYPE_CONTENT_WAITINGAPPROVALFORADMIN";"When users create new content and has to wait for admin approval."
"ACTIVITY_TYPE_CONTENT_RESUBMITWAITAPPRFORADMIN";"When users resubmit content for approval and is waiting for admin approval."
"ACTIVITY_TYPE_CONTENT_WAITINGAPPROVALFOROWNER";"When my new content is waiting for admin approval."
"ACTIVITY_TYPE_CONTENT_APPROVEDBYADMIN";"When my content gets approved."
"ACTIVITY_TYPE_CONTENT_DISAPPROVEDBYADMIN";"When my content gets disapproved."
"ACTIVITY_TYPE_CONTENT_REJECTEDBYADMIN";"When my content gets rejected."
"ACTIVITY_TYPE_CONTENT_TICKETCREATE";"When members create new support tickets."
"ACTIVITY_TYPE_CONTENT_TICKETREPLY";"When I get reply on my support ticket."
"ACTIVITY_TYPE_CONTENT_NEWTICKETCREATE";"When admin creates a new ticket for me."

# CONTENT_APPROVEDBYADMIN
"_EMAIL_NOTIFY_CONTENT_APPROVEDBYADMIN_TITLE";"Content is Approved"
"_EMAIL_NOTIFY_CONTENT_APPROVEDBYADMIN_DESCRIPTION";"This email will be sent to member when their Content gets approved."
"_EMAIL_NOTIFY_CONTENT_APPROVEDBYADMIN_SUBJECT";"Congratulations your [content_text] has been approved."
"_EMAIL_NOTIFY_CONTENT_APPROVEDBYADMIN_BODY";"[header]

Congratulations '[owner_title]'!!! Your [content_text] '[object_title]' has been approved by the administrator. Click on the following link to view your [content_text]:

http://[host][object_link]

[footer]"


# CONTENT_REJECTEDBYADMIN
"_EMAIL_NOTIFY_CONTENT_REJECTEDBYADMIN_TITLE";"Content is Rejected"
"_EMAIL_NOTIFY_CONTENT_REJECTEDBYADMIN_DESCRIPTION";"This email will be sent to member when their Content gets rejected."
"_EMAIL_NOTIFY_CONTENT_REJECTEDBYADMIN_SUBJECT";"Your [content_text] has been rejected."
"_EMAIL_NOTIFY_CONTENT_REJECTEDBYADMIN_BODY";"[header]

Sorry '[owner_title]'!!! Your [content_text] '[object_title]' has been rejected by the administrator. Click on the following link to view your [content_text]:

http://[host][object_link]

[footer]"


# CONTENT_DISAPPROVEDBYADMIN
"_EMAIL_NOTIFY_CONTENT_DISAPPROVEDBYADMIN_TITLE";"Content is Disapproved"
"_EMAIL_NOTIFY_CONTENT_DISAPPROVEDBYADMIN_DESCRIPTION";"This email will be sent to member when their Content gets disapproved."
"_EMAIL_NOTIFY_CONTENT_DISAPPROVEDBYADMIN_SUBJECT";"Your [content_text] has been disapproved."
"_EMAIL_NOTIFY_CONTENT_DISAPPROVEDBYADMIN_BODY";"[header]

Sorry '[owner_title]'!!! Your [content_text] '[object_title]' has been disapproved by the administrator. Click on the following link to view your [content_text]:

http://[host][object_link]

[footer]"


# CONTENT_WAITINGAPPROVALFORADMIN
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFORADMIN_TITLE";"New Content is Created and Waiting for Admin Approval - Mail to Admins"
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFORADMIN_DESCRIPTION";"This email will be sent to the admin for approving new Content on the website."
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFORADMIN_SUBJECT";"[sender_title] has create a new [content_text] and is waiting for approval."
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFORADMIN_BODY";"[header]

[sender_title] has created a new [content_text] [object_title] on your website. Please take action to approve or reject the content approval request.

To visit the [content_text], click here: http://[host][object_link]

[footer]"


# CONTENT_RESUBMITWAITAPPRFORADMIN
"_EMAIL_NOTIFY_CONTENT_RESUBMITWAITAPPRFORADMIN_TITLE";"Content is resubmit again and Waiting for admin approval"
"_EMAIL_NOTIFY_CONTENT_RESUBMITWAITAPPRFORADMIN_DESCRIPTION";"This email will be sent to admin when member resubmit content for approval."
"_EMAIL_NOTIFY_CONTENT_RESUBMITWAITAPPRFORADMIN_SUBJECT";"[sender_title] has resubmitted [content_text] and is waiting for approval."
"_EMAIL_NOTIFY_CONTENT_RESUBMITWAITAPPRFORADMIN_BODY";"[header]

[sender_title] has resubmitted [content_text] [object_title] on your website. Please take action to approve or reject the content approval request.

To visit the [content_text], click here: http://[host][object_link]

[footer]"


# CONTENT_WAITINGAPPROVALFOROWNER
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFOROWNER_TITLE";"New Content is Created and Waiting for Admin Approval - Mail to Members"
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFOROWNER_DESCRIPTION";"This email will be sent to member when their Content is sent to admin for approval."
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFOROWNER_SUBJECT";"Your [content_text] has been submitted for approval."
"_EMAIL_NOTIFY_CONTENT_WAITINGAPPROVALFOROWNER_BODY";"[header]

Your [content_text] '[object_title]' has been submitted for approval. You will be notified once it is approved or rejected.

http://[host][object_link]

[footer]"


# CONTENT_TICKETCREATE
"_EMAIL_NOTIFY_CONTENT_TICKETCREATE_TITLE";"Support Ticket Created by Members"
"_EMAIL_NOTIFY_CONTENT_TICKETCREATE_DESCRIPTION";"This email will be sent to the admin when member create a new support ticket."
"_EMAIL_NOTIFY_CONTENT_TICKETCREATE_SUBJECT";"New support ticket [ticket_subject] has been created."
"_EMAIL_NOTIFY_CONTENT_TICKETCREATE_BODY";"[header]

[ticket_description]

[object_link]

[footer]"


# CONTENT_TICKETREPLY
"_EMAIL_NOTIFY_CONTENT_TICKETREPLY_TITLE";"Support Ticket is Replied"
"_EMAIL_NOTIFY_CONTENT_TICKETREPLY_DESCRIPTION";"This email will be sent to members or admins when a support ticket is replied."
"_EMAIL_NOTIFY_CONTENT_TICKETREPLY_SUBJECT";"New reply on support ticket [ticket_subject] has been received."
"_EMAIL_NOTIFY_CONTENT_TICKETREPLY_BODY";"[header]

[ticket_description]

[object_link]

[footer]"


# CONTENT_NEWTICKETCREATE
"_EMAIL_NOTIFY_CONTENT_NEWTICKETCREATE_TITLE";"Support Ticket Created by Admin for Members"
"_EMAIL_NOTIFY_CONTENT_NEWTICKETCREATE_DESCRIPTION";"This email will be sent to the member when admin create a new support ticket on behalf of member."
"_EMAIL_NOTIFY_CONTENT_NEWTICKETCREATE_SUBJECT";"New support ticket [ticket_subject] has been created."
"_EMAIL_NOTIFY_CONTENT_NEWTICKETCREATE_BODY";"[header]

[ticket_description]

[object_link]

[footer]"
"Add New User";"Add New User"
"Here, you can add a new user to your site.";"Here, you can add a new user to your site."
"Bulk Import Members Using CSV File";"Bulk Import Members Using CSV File"
"Choose the .csv file to upload members in bulk on your site";"Choose the .csv file to upload members in bulk on your site"
"Below settings will apply to all the members imported via uploaded csv file.";"Below settings will apply to all the members imported via uploaded csv file."
"This page enables you to import Members on your website from CSV file. Please download the template file using the ""Download Template File"" button below. To start importing Members, click on the ""Import Members"" button.<br /><b>Notes:</b> See the points below and make sure the csv is created follows each one:<br />1. Do not add any new column in the downloaded template file.<br />2. The data in the file should be pipe (""|"") separated and in same ordering as that of the template file.<br />3. We recommend you to import 100 Members from the csv file at a time.<br />4. File must be in .csv format Only.<br />5. If you are adding fields- First Name, Last Name, Gender (Male/Female/Other), Birthdate (yyyy-mm-dd),  in csv file, then make sure you have added these fields in the profile type you will select while importing your csv file. This ensures that the data is properly mapped and not lost during the import process.<br />";"This page enables you to import Members on your website from CSV file. Please download the template file using the ""Download Template File"" button below. To start importing Members, click on the ""Import Members"" button.<br /><b>Notes:</b> See the points below and make sure the csv is created follows each one:<br />1. Do not add any new column in the downloaded template file.<br />2. The data in the file should be pipe (""|"") separated and in same ordering as that of the template file.<br />3. We recommend you to import 100 Members from the csv file at a time.<br />4. File must be in .csv format Only.<br />5. If you are adding fields- First Name, Last Name, Gender (Male/Female/Other), Birthdate (yyyy-mm-dd),  in csv file, then make sure you have added these fields in the profile type you will select while importing your csv file. This ensures that the data is properly mapped and not lost during the import process.<br />"
"Generate Password";"Generate Password"
"Copy Password";"Copy Password"
"Password copied successfully.";"Password copied successfully."
"Ticket ID";"Ticket ID"
"Requestor";"Requestor"
"Creation Date";"Creation Date"
"LinkedIn Client ID";"LinkedIn Client ID"
"LinkedIn Client Secret";"LinkedIn Client Secret"
"Enable";"Enable"
"LinkedIn Integration";"LinkedIn Integration"
"Google Integration";"Google Integration"
"Google Client ID";"Google Client ID"
"Google Client Secret";"Google Client Secret"
"Here, you can integrate SocialEngine to Google for allowing users to login into your website using their Google accounts. To do so, create an Application through the ";"Here, you can integrate SocialEngine to Google for allowing users to login into your website using their Google accounts. To do so, create an Application through the "
"<a href=""%1$s"" target=""_blank"">Google Cloud Console</a> page. Please use the following Callback URL: %2$s <br />";"<a href=""%1$s"" target=""_blank"">Google Cloud Console</a> page. Please use the following Callback URL: %2$s <br />"
"More Info: <a href=""%3$s"" target=""_blank"">KB Article</a>";"More Info: <a href=""%3$s"" target=""_blank"">KB Article</a>"
"Here, you can integrate SocialEngine to LinkedIn for allowing users to login into your website using their LinkedIn accounts. To do so, create an Application through the ";"Here, you can integrate SocialEngine to LinkedIn for allowing users to login into your website using their LinkedIn accounts. To do so, create an Application through the "
"<a href=""%1$s"" target=""_blank"">LinkedIn Developers</a> page. Please use the following Callback URL: %2$s <br />";"<a href=""%1$s"" target=""_blank"">LinkedIn Developers</a> page. Please use the following Callback URL: %2$s <br />"
"More Info: <a href=""%3$s"" target=""_blank"">KB Article</a>";"More Info: <a href=""%3$s"" target=""_blank"">KB Article</a>"
"You have successfully removed account.";"You have successfully removed account."
"Are you sure that you want to remove this account?";"Are you sure that you want to remove this account?"
"Remove Account";"Remove Account"
"Remove account";"Remove account"
"This member will need to enter their email address and password the next time they log in.";"This member will need to enter their email address and password the next time they log in."
"Recent logins";"Recent logins"
"Enter your password";"Enter your password"
"Please enter password.";"Please enter password."
"Your password is not correct.";"Your password is not correct."
"Forgotten password?";"Forgotten password?"
"Telegram Integration";"Telegram Integration"
"Telegram Username";"Telegram Username"
"Telegram Token";"Telegram Token"
"Enable Login";"Enable Login"
"Do you want to enable login on your website through this provider?";"Do you want to enable login on your website through this provider?"
"Here, you can integrate SocialEngine to Telegram for allowing users to login into your website using their Telegram accounts. To do so, create an Application through the ";"Here, you can integrate SocialEngine to Telegram for allowing users to login into your website using their Telegram accounts. To do so, create an Application through the "
"<a href=""%1$s"" target=""_blank""> Telegram Developers</a> page.<br />";"<a href=""%1$s"" target=""_blank""> Telegram Developers</a> page.<br />"
"NOTE: The settings for button\'s styling and theming in widgets of this plugin are not supported for ""Login with Telegram"" option as the data being fetched and displayed from the same is in iframe.";"NOTE: The settings for button\'s styling and theming in widgets of this plugin are not supported for ""Login with Telegram"" option as the data being fetched and displayed from the same is in iframe."


"PAGETITLE-USER-INDEX-ADMIN-PHONE-MESSAGES";"Manage & Send Messages"
"PAGETITLE-USER-INDEX-ADMIN-AVATARS";"Manage Avatar Images"
"PAGETITLE-USER-INDEX-ADMIN-OTP";"OTP Settings"
"PAGETITLE-USER-SERVICE-INTEGRATION-ADMIN-OTP";"3rd Party Services Integration"
"PAGETITLE-USER-AMAZON-ADMIN-OTP";"3rd Party Services Integration"
"PAGETITLE-USER-MESSAGE91-ADMIN-OTP";"3rd Party Services Integration"
"PAGETITLE-USER-TWILIO-ADMIN-OTP";"3rd Party Services Integration"
"PAGETITLE-USER-SMS-TEMPLATE-SETTINGS-ADMIN-OTP";"SMS Template Settings"
"PAGETITLE-USER-MANAGE-COUNTRIES-ADMIN-OTP";"Manage Countries"
"Manage Avatar Images";"Manage Avatar Images"
"Avatar Image Deleted Successfully.";"Avatar Image Deleted Successfully."
"Upload Avatar Image";"Upload Avatar Image"
"Upload Zipped Folder";"Upload Zipped Folder"
"Upload New Avatar Image";"Upload New Avatar Image"
"Avatar Image";"Avatar Image"
"Choose the Avatar image you want to upload on your website.";"Choose the Avatar image you want to upload on your website."
"Upload";"Upload"
"Avatar Image Uploaded Successfully.";"Avatar Image Uploaded Successfully."
"Upload Zipped Folder for Avatar Images";"Upload Zipped Folder for Avatar Images"
"Zipped Folder";"Zipped Folder"
"Choose the zipped folder of the Avatar images which you want to upload on your website. [Note: folder with extension: "".zip"" only.]";"Choose the zipped folder of the Avatar images which you want to upload on your website. [Note: folder with extension: "".zip"" only.]"
"Zipped Avatar Images Uploaded Successfully.";"Zipped Avatar Images Uploaded Successfully."
"This page lists all the Avatar Images uploaded by you. From below you can upload Avatar Images from your computer or hard drive. <br />";"This page lists all the Avatar Images uploaded by you. From below you can upload Avatar Images from your computer or hard drive. <br />"
"Are you sure you want to delete the selected avatar images?";"Are you sure you want to delete the selected avatar images?"
"Delete This Avatar Image";"Delete This Avatar Image"
"Are you sure that you want to delete this avatar image? It will not be recoverable after being deleted.";"Are you sure that you want to delete this avatar image? It will not be recoverable after being deleted."
"PAGETITLE-USER-SOCIALSHARE-ADMIN-SETTINGS";"Social Share Settings"
"Social Share Settings";"Social Share Settings"
"Enable Outside Sharing";"Enable Outside Sharing"
"Do you want to enable your users to share various content, activity feeds from your website to other social networking sites? If Yes, then users will see the options to share content, activity feeds to other social networking sites.";"Do you want to enable your users to share various content, activity feeds from your website to other social networking sites? If Yes, then users will see the options to share content, activity feeds to other social networking sites."
"Choose Social Networking Services";"Choose Social Networking Services"
"Choose from below the social networking services that you want to enable for outside sharing on your website.";"Choose from below the social networking services that you want to enable for outside sharing on your website."
"Facebook";"Facebook"
"X";"X"
"Pinterest";"Pinterest"
"Linkedin";"Linkedin"
"Tumblr";"Tumblr"
"Digg";"Digg"
"Stumbleupon";"Stumbleupon"
"Myspace";"Myspace"
"Rediff";"Rediff"
"Flipboard";"Flipboard"
"Skype";"Skype"
"VK";"VK"
"WhatsApp";"WhatsApp"

# notify_user_follow
"_EMAIL_NOTIFY_USER_FOLLOW_TITLE";"User has started following me"
"_EMAIL_NOTIFY_USER_FOLLOW_DESCRIPTION";"This is the email that gets sent to a user when another user starts following them."
"_EMAIL_NOTIFY_USER_FOLLOW_SUBJECT";"[sender_title] has started following you."
"_EMAIL_NOTIFY_USER_FOLLOW_BODY";"[header]

[sender_title] has started following you. Please click the following link to view the user:

http://[host][object_link]

[footer]"


# notify_user_follow_requestaccept
"_EMAIL_NOTIFY_USER_FOLLOW_REQUESTACCEPT_TITLE";"Follow Request Accepted"
"_EMAIL_NOTIFY_USER_FOLLOW_REQUESTACCEPT_DESCRIPTION";"This is the email that gets sent to a member when their follow request have been accepted."
"_EMAIL_NOTIFY_USER_FOLLOW_REQUESTACCEPT_SUBJECT";"[sender_title] has accepted your follow request."
"_EMAIL_NOTIFY_USER_FOLLOW_REQUESTACCEPT_BODY";"[header]

[sender_title] has accepted your follow request. Please click the following link to check it:

http://[host][sender_link]

[footer]"

# notify_user_follow_request
"_EMAIL_NOTIFY_USER_FOLLOW_REQUEST_TITLE";"Follow Request Received"
"_EMAIL_NOTIFY_USER_FOLLOW_REQUEST_DESCRIPTION";"This is the email that gets sent to a user when they receive a follow request from another user."
"_EMAIL_NOTIFY_USER_FOLLOW_REQUEST_SUBJECT";"[sender_title] has requested to follow you."
"_EMAIL_NOTIFY_USER_FOLLOW_REQUEST_BODY";"[header]

[sender_title] has requested to follow you. Please click the following link to check and confirm the request:

http://[host][sender_link]

[footer]"

"ACTIVITY_TYPE_USER_FOLLOW_REQUESTACCEPT";"When user accepts my follow request"
"ACTIVITY_TYPE_USER_FOLLOW_REQUEST";"When user sends me a follow request"
"ACTIVITY_TYPE_USER_FOLLOW";"When user follows me"
"ACTIVITY_TYPE_USER_FOLLOW_CREATE";"When my followed users post something"
"PAGETITLE-USER-FOLLOW-ADMIN-SETTINGS";"Follow Settings"
"Enable User Follow";"Enable User Follow"
